ScenicSpotID,ScenicSpotName,DescriptionDetail,Description,Phone,Address,ZipCode,TravelInfo,OpenTime,Picture,Position,Class1,Level,ParkingPosition,TicketInfo,City,SrcUpdateTime,UpdateTime
C1_315080600H_000002,吉貝嶼,吉貝嶼全島面積約3.1平方公里，海岸線長約13公里，是北海最大的島嶼，國內最熱門的旅遊景點。全島地勢東高西低，由海積地形組成的美麗沙灘及沙嘴，為本島最大的地形特色，沙灘位本島西南，由西崁山向南延伸；在沙灘的盡頭，因受海流影響而形成伸入海中的沙嘴，全長約800公尺，最寬處約200公尺，島的四周人工分散設置許多大小石滬，全盛時期達二百餘口，目前僅剩88口，島嶼距離赤崁約5浬，航程約20分鐘。因為吉貝嶼不僅是澎湖北方的漁場之一，由於潮差甚大且擁有廣大的潮間帶，早期的先民長期觀察魚類生態並利用潮差來捕魚，就地利用周邊的玄武岩與珊瑚礁，趁著每天退潮時堆砌石滬捕魚。根據記載，在清朝乾隆年間徵收「滬稅」時，吉貝便擁有1口大滬、4口小滬，可見石滬的建造遠在清乾隆以前便有了。吉貝嶼海域石滬密佈，目前僅存的88座，佔全縣580多座石滬的近七分之一，退潮時，從當地小地名魟灣仔可以涉水走到西北方的過嶼。魟灣仔東西兩側沿岸石滬密集，數量約佔吉貝石滬的一半（約40個）。這種居民利用潮間帶，以玄武岩堆砌成的捕魚陷阱，是吉貝嶼最具特色的一項人文景觀。追星景點紅極一時的電視偶像劇「海豚灣戀人」，澤亞(許紹洋飾)長大後，在海豚灣邂逅易天邊(張紹涵飾)的地方就是吉貝沙尾。『聽過海豚的傳說嗎？傳說中，海豚曾經銜著一枚鋼戒幫助一對失散了的戀人重新相聚，從此變成了愛情的守護神！在天邊的海豚灣，流傳著一段愛與傳說的故事！ 』本劇播出時，帶動了很多的粉絲來到此地追星，易天邊與徐澤亞長大後第一次相遇的船屋、易天邊家的麵店還有海豚灣公車站牌都是粉絲們鏡頭捕捉的焦點，你是不是也是其中的一個呢？來到吉貝嶼，除了在吉貝沙尾感受沙灘、幻想船屋的場景外，也別忘了進入社區尋找劇中女主角易天邊的家哦，如果你有拍照，歡迎跟我們分享哦！另外，療傷系歌手辛曉琪「遺忘」MTV影片也是在吉貝拍攝，澎湖夏天特有的嬌艷、多彩，都在影片中。深受年輕人喜愛的「大仁哥」－陳柏霖與柯有倫為統一於2006年拍的「7-ELEVEN形象廣告」，兩個人騎著摩托車，而天空正飄過來白雲一朵，以及2人脫下短褲衝入清澈見底海水的畫面，都是在吉貝。,吉貝嶼全島面積約3.1平方公里，海岸線長約13公里，是北海最大的島嶼，國內最熱門的旅遊景點。全島地勢東高西低，由海積地形組成的美麗沙灘及沙嘴，為本島最大的地形特色，沙灘位本島西南，由西崁山向南延伸；在沙灘的盡頭，因受海流影響而形成伸入海中的沙嘴，全長約800公尺，最寬處約200公尺，島的四周人工分散設置許多大小石滬，全盛時期達二百餘口，目前僅剩88口，島嶼距離赤崁約5浬，航程約20分鐘。,886-6-9933082,澎湖縣白沙鄉吉貝嶼,884,1.前往吉貝需由赤崁碼頭附近的「北海遊客中心」購票搭乘船班前往。2.選搭定期交通船或民營快艇(旺季行駛)前往吉貝嶼，約18分鐘即可抵達。3.交通船時間：						開船時間			週六到週四			週五							吉貝出發			07:00／14:00			07:00／16:00							赤崁出發			11:15／17:00			11:15／17:30			 4. 馬公到北海遊客中心：(1)...,Sun 24 hours；Mon 24 hours；Tue 24 hours；Wed 24 hours；Thu 24 hours；Fri 24 hours；Sat 24 hours,{},"{'PositionLon': 119.60246276855469, 'PositionLat': 23.730249404907227, 'GeoHash': 'wsjncxgye'}",自然風景類,非古蹟,{},赤崁-吉貝 單趟船資150元,澎湖縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_315080600H_000003,姑婆嶼,姑婆嶼位於白沙的西北方、吉貝嶼的西南方，為一座玄武岩構成的方山台地，南、北長約1公里，是澎湖群島中最大的無人島。全島露出許多多孔狀玄武岩，表層覆蓋著富含鐵質的石英砂岩層，對比強烈，在澎湖各島不同地質中是個異數。 島上北面方山台地上建有一座英船的遇難紀念碑，東側為丁香魚場、東南側海域有美麗的珊瑚群、北側則是最著名的紫菜盛產地；每年農曆春節的前後，赤崁村會依姑婆嶼紫菜生長的情形，辦理大規模的採收活動，赤崁村公廟龍德宮管委會依據每戶人家男丁人口數分丁份收丁口錢作為登島採收的權利。澎湖島礁多，冬季風大浪大，澎湖的野生紫菜得天獨厚產量又多，在嚴寒冬季為漁民帶來不少收益。姑婆嶼名稱的由來，有許多的傳說與聯想。據說在很久以前，村莊裡有一位少女，已有相戀多年的男友；但卻遭到父母反對，並強逼其另嫁良人。柔弱的少女，為了反抗父母的逼婚和證明其堅貞的愛情，便與情郎相偕離家出走到澎湖北海的無人島落腳；兩人以天地為證，以山海為誓，在那小島上共渡餘生。據說，她的晚輩來探望她時，均以姑婆尊稱；另一版本則是這位女孩為信守愛情的承諾，自我放逐至無人島孤獨終老，因早期未婚而終老者習俗稱為姑婆，這座無人島也被稱為姑婆嶼。但不論如何，當這個用一生信守愛情的故事口耳相傳至今的同時，姑婆的故事，也就成為這座無人島的美麗的傳說了！,姑婆嶼位於白沙的西北方、吉貝嶼的西南方，為一座玄武岩構成的方山台地，南、北長約1公里，是澎湖群島中最大的無人島。全島露出許多多孔狀玄武岩，表層覆蓋著富含鐵質的石英砂岩層，對比強烈，在澎湖各島不同地質中是個異數。,886-6-9933082,澎湖縣白沙鄉姑婆嶼,884,1. 目前無套裝行程，需團體包船前往，與船公司談妥後，由「北海遊客中心」所在地，赤崁碼頭出發。2. 馬公到北海遊客中心：機車／汽車：由馬公市區沿縣道203至東衛左轉北行，途經中屯、講美、港子，至赤崁碼頭即可抵達北海遊客中心。,Sun 24 hours；Mon 24 hours；Tue 24 hours；Wed 24 hours；Thu 24 hours；Fri 24 hours；Sat 24 hours,"{'PictureUrl1': 'https://www.penghu-nsa.gov.tw/FileDownload/TravelInformation/Big/20140812104654671.JPG', 'PictureDescription1': '姑婆嶼採紫菜', 'PictureUrl2': 'https://www.penghu-nsa.gov.tw/FileDownload/TravelInformation/Big/20230209120828512725.jpg', 'PictureDescription2': '姑婆嶼'}","{'PositionLon': 119.5562973022461, 'PositionLat': 23.715700149536133, 'GeoHash': 'wsjnbt61z'}",自然風景類,非古蹟,{},澎湖縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_315080600H_000005,員貝嶼,員貝嶼位在白沙鄉岐頭村東方、鳥嶼西南方，鄰近澎澎灘。因為形狀像螺貝覆蓋於水面而得名，景觀相當優美且特殊。北邊海岸玄武岩柱狀節理發達，以石筆、石硯、無字天書和石墨最著名；員貝嶼東北側海崖柱狀玄武岩體發達，並形成上窄下寬如同百褶裙一般，有著許多摺痕，極具觀賞價值，員貝嶼「筆墨紙硯和百褶裙」不僅是著名地景，同時已列為玄武岩自然保留區；員貝嶼村落後方的小山丘是眺望美景的好地方，往西北岸即可眺望玄武岩奇觀，是來到員貝嶼必遊的景點喔!退潮時，在員貝嶼及湖西沙港間由珊瑚岩礁組成的海床會裸露出來，早期是員貝嶼先民對外交通孔道，深具海洋和人文意義，加上沿途的潮間帶生態及珊瑚礁多變的景致，一向是最熱門的潮間帶生態之旅的熱門路線。 玩家秘笈： 玩潮間帶，東海正夯​員貝港外的海上平台有花枝、海鱺在箱網中萬頭鑽動。鳥嶼潮間帶上河豚嬉鬧著馬糞海膽、小丑魚和藍雀鯛比可愛，退潮時從海上古道走向遠方島嶼，先民用蛙鏡、膠鞋征服海路和生活，是一份生命力和生活人文的饗宴。只是東海沈寂百年後，隨著潮間帶與休閒漁業活動興起，帶動遊客的休閒與歡笑，東海旅遊則越來越討喜。,員貝嶼位在白沙鄉岐頭村東方、鳥嶼西南方，鄰近澎澎灘。因為形狀像螺貝覆蓋於水面而得名，景觀相當優美且特殊。北邊海岸玄武岩柱狀節理發達，以石筆、石硯、無字天書和石墨最著名；員貝嶼東北側海崖柱狀玄武岩體發達，並形成上窄下寬如同百褶裙一般，有著許多摺痕，極具觀賞價值，員貝嶼「筆墨紙硯和百褶裙」不僅是著名地景，同時已列為玄武岩自然保留區；員貝嶼村落後方的小山丘是眺望美景的好地方，往西北岸即可眺望玄武岩奇觀，是來到員貝嶼必遊的景點喔!,886-6-9931527,澎湖縣白沙鄉員貝嶼,884,1.前往員貝嶼需由岐頭碼頭附近的「岐頭遊客中心」購票搭乘船班前往。2.選搭定期交通船或民營快艇(旺季行駛)前往員貝嶼，約10分鐘即可抵達。3.馬公到岐頭碼頭：自馬公巿區沿203縣道至東衛左轉，續經中正橋，永安橋進入白沙鄉，至港子大榕樹右轉即可到達。,Sun 24 hours；Mon 24 hours；Tue 24 hours；Wed 24 hours；Thu 24 hours；Fri 24 hours；Sat 24 hours,"{'PictureUrl1': 'https://www.penghu-nsa.gov.tw/FileDownload/TravelInformation/Big/20140812112440425.jpg', 'PictureDescription1': '員貝嶼', 'PictureUrl2': 'https://www.penghu-nsa.gov.tw/FileDownload/TravelInformation/Big/20140812112531439.JPG', 'PictureDescription2': '員貝嶼村莊', 'PictureUrl3': 'https://www.penghu-nsa.gov.tw/FileDownload/TravelInformation/Big/20230209134015692770.png', 'PictureDescription3': '員貝嶼'}","{'PositionLon': 119.63200378417969, 'PositionLat': 23.647199630737305, 'GeoHash': 'wsjnd2c6g'}",自然風景類,非古蹟,{},澎湖縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_315080600H_000006,小白沙嶼,地質景觀多變，南方有美麗的白色沙灘，是典型的沙嘴地形，還有因受到海水侵蝕而形成的豆腐狀的灘岩及壺穴；東岸的塔狀及彎曲狀的柱狀玄武岩，造型均十分特殊。,地質景觀多變，南方有美麗的白色沙灘，是典型的沙嘴地形，還有因受到海水侵蝕而形成的豆腐狀的灘岩及壺穴；東岸的塔狀及彎曲狀的柱狀玄武岩，造型均十分特殊。,886-6-9933082,澎湖縣白沙鄉小白沙嶼,884,小白沙嶼為澎湖玄武岩保留區，非經申請不得登島。,Sun 24 hours；Mon 24 hours；Tue 24 hours；Wed 24 hours；Thu 24 hours；Fri 24 hours；Sat 24 hours,{},"{'PositionLon': 119.66664123535156, 'PositionLat': 23.678449630737305, 'GeoHash': 'wsjnend8f'}",自然風景類,非古蹟,{},澎湖縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_315080600H_000007,鳥嶼,玄武岩柱從東岸一直延伸到北岸，形成高聳的海崖，下方的海蝕平臺則呈現出放射狀的玄武岩柱節理，玄武岩受到風浪侵蝕後，形成獨特的洋蔥狀的風化景觀，地形豐富多變。,玄武岩柱從東岸一直延伸到北岸，形成高聳的海崖，下方的海蝕平臺則呈現出放射狀的玄武岩柱節理，玄武岩受到風浪侵蝕後，形成獨特的洋蔥狀的風化景觀，地形豐富多變。,886-6-9933082,澎湖縣白沙鄉鳥嶼,884,1.前往鳥嶼需由岐頭碼頭附近的「岐頭遊客中心」購票搭乘船班前往。2.選搭定期交通船或民營快艇(旺季行駛)前往員貝嶼，約15分鐘即可抵達。3.馬公到岐頭碼頭：自馬公巿區沿203縣道至東衛左轉，續經中正橋，永安橋進入白沙鄉，至港子大榕樹右轉即可到達。,Sun 24 hours；Mon 24 hours；Tue 24 hours；Wed 24 hours；Thu 24 hours；Fri 24 hours；Sat 24 hours,"{'PictureUrl1': 'https://www.penghu-nsa.gov.tw/FileDownload/TravelInformation/Big/20140811155912160.JPG', 'PictureDescription1': '鳥嶼地標', 'PictureUrl2': 'https://www.penghu-nsa.gov.tw/FileDownload/TravelInformation/Big/20140820093214170.JPG', 'PictureDescription2': '鳥嶼玄武岩', 'PictureUrl3': 'https://www.penghu-nsa.gov.tw/FileDownload/TravelInformation/Big/20230209135035474996.png', 'PictureDescription3': '鳥嶼'}","{'PositionLon': 119.65943145751953, 'PositionLat': 23.6618595123291, 'GeoHash': 'wsjndgt26'}",自然風景類,非古蹟,{},澎湖縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_315080600H_000009,重光里˙漳水神石碑,石敢當外觀：碑型石敢當碑文：文字、符號構建形式：片石圓弧形尺　　寸：0.41M*0.16M*1.28M方　　位：西南197°碑文內容：雷令元亨利貞破水將軍鎮煞罡三十六天崗七十二地殺重光里光復前俗稱後窟潭，地勢南高北低，早期遇雨積水而形成三個水潭，分別為「日潭」、「中潭」及「月潭」。於民國24年威靈宮擴建時，翻修凌霄寶塔，安置「漳水神」石碑，據說是要用來破除由南方的田溝流向聚落的「水箭」，且月潭弓形面則面向北方的吼門，即有破吼門鎮水煞的功能。資料來源：部分摘自「重光里日月潭簡介」,重光里光復前俗稱後窟潭，地勢南高北低，早期遇雨積水而形成三個水潭，分別為「日潭」、「中潭」及「月潭」。於民國24年威靈宮擴建時，翻修凌霄寶塔，安置「漳水神」石碑，據說是要用來破除由南方的田溝流向聚落的「水箭」，且月潭弓形面則面向北方的吼門，即有破吼門鎮水煞的功能。資料來源：部分摘自「重光里日月潭簡介」,886-6-9216521,澎湖縣馬公市重光里運動公園東側,880,Sun 24 hours；Mon 24 hours；Tue 24 hours；Wed 24 hours；Thu 24 hours；Fri 24 hours；Sat 24 hours,{},"{'PositionLon': 119.5701675415039, 'PositionLat': 23.58361053466797, 'GeoHash': 'wsjn0vk26'}",文化類,非古蹟,{},澎湖縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_315080600H_000010,重光里˙凌霄寶塔,石敢當外觀：塔型構建形式：圓錐形總　　高：6.04M總　　高：6.04M周 長：18.5M塔頂飾物：葫蘆早期跨海大橋尚未興建時，通梁跟西嶼之間的地理，俗稱「吼門」。在環境上似海水會直衝村莊而來，且重光里西端稱草仔尾，以前屬馬公第一公墓，因此威靈殿池府王爺指示須建塔來抑制地理上的缺陷，其命名「凌霄寶塔」。塔頂葫蘆面向四面八方，並與日潭與月潭之間的「漳水神石碑」共同保衛整個村里。資料來源：重光里地方耆老口述,早期跨海大橋尚未興建時，通梁跟西嶼之間的地理，俗稱「吼門」。在環境上似海水會直衝村莊而來，且重光里西端稱草仔尾，以前屬馬公第一公墓，因此威靈殿池府王爺指示須建塔來抑制地理上的缺陷，其命名「凌霄寶塔」。塔頂葫蘆面向四面八方，並與日潭與月潭之間的「漳水神石碑」共同保衛整個村里。資料來源：重光里地方耆老口述,886-6-9216521,澎湖縣馬公市重光里西方，鄰澎35鄉道,880,Sun 24 hours；Mon 24 hours；Tue 24 hours；Wed 24 hours；Thu 24 hours；Fri 24 hours；Sat 24 hours,{},"{'PositionLon': 119.56791687011719, 'PositionLat': 23.584280014038086, 'GeoHash': 'wsjn0v6sq'}",文化類,非古蹟,{},澎湖縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_315080600H_000012,案山里˙平安寶塔,石敢當外觀：塔型總 高：5.93M圓 周 長：13.88M構建形式：圓錐形塔頂飾物：葫蘆傳說案山里曾有位法力高深之人，當這位村民都視為不凡的高人異士過世後，居民將他的體內器官於河邊清洗，但不小心將肝及腸遺漏了，後變成龜和蛇在村里作怪，居民不堪其擾，求助於案山北極殿上帝公，利用寶劍將作亂的龜和蛇收服於塔內，其劍、龜與蛇也成為石塔中的三寶。平安寶塔也成為今日案山的指標，同時具有保佑船隻行駛平安的功能。資料來源：案山里地方耆老口述,傳說案山里曾有位法力高深之人，當這位村民都視為不凡的高人異士過世後，居民將他的體內器官於河邊清洗，但不小心將肝及腸遺漏了，後變成龜和蛇在村里作怪，居民不堪其擾，求助於案山北極殿上帝公，利用寶劍將作亂的龜和蛇收服於塔內，其劍、龜與蛇也成為石塔中的三寶。平安寶塔也成為今日案山的指標，同時具有保佑船隻行駛平安的功能。資料來源：案山里地方耆老口述,886-6-9216521,澎湖縣馬公市案山里海軍第二造船廠南側防坡堤旁,880,Sun 24 hours；Mon 24 hours；Tue 24 hours；Wed 24 hours；Thu 24 hours；Fri 24 hours；Sat 24 hours,{},"{'PositionLon': 119.57469177246094, 'PositionLat': 23.556669235229492, 'GeoHash': 'wsjn0bres'}",文化類,非古蹟,{},澎湖縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_315080600H_000017,小門村˙鐵鑠石塔,石敢當外觀：塔型石敢當碑文：符號總 高：2.30M圓 周 長：5.70M構建形式：圓錐形塔頂飾物：瓶形小門村地理屬俗稱「網行岐山」環抱，村民選擇低窪處並依山勢而居，故建塔鎮守山靈，以防止侵入村落的陰氣。另一說法，為當地一位許姓村民拿著鋤頭到此山坡挖掘，而觸動山靈，導致精神失常、胡言亂語，經由溫府王爺指示，安設石塔來鎮壓山靈，以庇佑居民平安。鐵鑠石塔坐落於小門村西方山丘上，有指引漁船進出漁港的作用。資料來源：小門村地方耆老口述、部分摘自《澎湖的辟邪祈福塔》一書,小門村地理屬俗稱「網行岐山」環抱，村民選擇低窪處並依山勢而居，故建塔鎮守山靈，以防止侵入村落的陰氣。另一說法，為當地一位許姓村民拿著鋤頭到此山坡挖掘，而觸動山靈，導致精神失常、胡言亂語，經由溫府王爺指示，安設石塔來鎮壓山靈，以庇佑居民平安。鐵鑠石塔坐落於小門村西方山丘上，有指引漁船進出漁港的作用。資料來源：小門村地方耆老口述、部分摘自《澎湖的辟邪祈福塔》一書,886-6-9216521,澎湖縣西嶼鄉小門村落西方山丘上,881,Sun 24 hours；Mon 24 hours；Tue 24 hours；Wed 24 hours；Thu 24 hours；Fri 24 hours；Sat 24 hours,{},"{'PositionLon': 119.51499938964844, 'PositionLat': 23.65328025817871, 'GeoHash': 'wshyx9unm'}",文化類,非古蹟,{},澎湖縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_315080600H_000021,龍門村˙石塔,石敢當外觀：碑型石敢當碑文：符號總 高：4.34M圓 周 長：31.2M構建形式：圓錐形塔頂飾物：葫蘆龍門後灣沙灘與兩側的東鼻頭與龍崗大山形成一個山凹，此地理環境似海浪拍打時會直衝村莊，帶來不好的煞氣，對居民有不良影響，故建塔治水收水煞。相傳於安塔時，使用活雞祭祀，並放於塔底，當時石塔頂部並無飾物，可直通塔底，村莊老一輩憶起小時候只要到石塔附近遊玩，皆想從石塔縫隙一探究竟是否真有其物，趣味十足。其中，塔底的八處伸腳有鎮方圓八方之意，故又稱「八卦塔」。資料來源：龍門村地方耆老口述,龍門後灣沙灘與兩側的東鼻頭與龍崗大山形成一個山凹，此地理環境似海浪拍打時會直衝村莊，帶來不好的煞氣，對居民有不良影響，故建塔治水收水煞。相傳於安塔時，使用活雞祭祀，並放於塔底，當時石塔頂部並無飾物，可直通塔底，村莊老一輩憶起小時候只要到石塔附近遊玩，皆想從石塔縫隙一探究竟是否真有其物，趣味十足。其中，塔底的八處伸腳有鎮方圓八方之意，故又稱「八卦塔」。資料來源：龍門村地方耆老口述,886-6-9216521,澎湖縣湖西鄉龍門村落東北方，後灣沙灘西內側,885,Sun 24 hours；Mon 24 hours；Tue 24 hours；Wed 24 hours；Thu 24 hours；Fri 24 hours；Sat 24 hours,{},"{'PositionLon': 119.6780014038086, 'PositionLat': 23.56583023071289, 'GeoHash': 'wsjn564bg'}",文化類,非古蹟,{},澎湖縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_315080600H_000023,青螺村˙陽明妙塔,石敢當外觀：塔型石敢當碑文：文字總 高：4.35M圓 周 長：12.5M構建形式：瓶形    塔頂飾物：葫蘆早期青螺村主要生活區域以東邊為主，西邊相較於東邊發展較慢，經真武大帝指示將石塔安在「山仔頭」的高地，西村落也開始發展起來。現今所見陽明妙塔是於民國60年真武大帝指示重建，正確建塔年代已無從考起。特別的是，陽明妙塔是澎湖石塔中唯一有聚雨作用的石塔，相傳以前久旱不雨時，將俗稱「大青草」植物插於石塔上，幾日後必會天降甘霖，讓村民所種植的農作物得以生長。石塔所坐落位置屬七星地理的第一顆星，故有七星塔之稱。所在視野更是極佳，可俯瞰青螺沙嘴與嶼仔美景，保證讓人流連忘返。資料來源：青螺村地方耆老口述、部分摘自《澎湖的辟邪祈福塔》一書,早期青螺村主要生活區域以東邊為主，西邊相較於東邊發展較慢，經真武大帝指示將石塔安在「山仔頭」的高地，西村落也開始發展起來。現今所見陽明妙塔是於民國60年真武大帝指示重建，正確建塔年代已無從考起。特別的是，陽明妙塔是澎湖石塔中唯一有聚雨作用的石塔，相傳以前久旱不雨時，將俗稱「大青草」植物插於石塔上，幾日後必會天降甘霖，讓村民所種植的農作物得以生長。石塔所坐落位置屬七星地理的第一顆星，故有七星塔之稱。所在視野更是極佳，可俯瞰青螺沙嘴與嶼仔美景，保證讓人流連忘返。資料來源：青螺村地方耆老口述、部分摘自《澎湖的辟邪祈福塔》一書,886-6-9216521,澎湖縣湖西鄉坐落青螺村虎頭山，鄰近青螺漁港,885,Sun 24 hours；Mon 24 hours；Tue 24 hours；Wed 24 hours；Thu 24 hours；Fri 24 hours；Sat 24 hours,{},"{'PositionLon': 119.6500015258789, 'PositionLat': 23.603580474853516, 'GeoHash': 'wsjn68ykz'}",文化類,非古蹟,{},澎湖縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_315080600H_000024,沙港村˙花後塔,石敢當外觀：塔型總 高：3.78M圓 周 長：15.3M構建形式：圓錐形    塔頂飾物：無沙港擁有廣大的潮間帶，有豐富的海洋資源。花後塔坐落於「花後」的海上，故名。於民國53年經玄天上帝乩身指示建造，因村里南方山頭地勢較高，北方地勢平坦，無法相抗衡抵擋，為使南北互相呼應而建此塔。且石塔一處留有「風口」，造型相當特殊。資料來源：沙港村地方耆老口述、部分摘自《澎湖的辟邪祈福塔》一書,沙港擁有廣大的潮間帶，有豐富的海洋資源。花後塔坐落於「花後」的海上，故名。於民國53年經玄天上帝乩身指示建造，因村里南方山頭地勢較高，北方地勢平坦，無法相抗衡抵擋，為使南北互相呼應而建此塔。且石塔一處留有「風口」，造型相當特殊。資料來源：沙港村地方耆老口述、部分摘自《澎湖的辟邪祈福塔》一書,886-6-9216521,澎湖縣湖西鄉沙港中漁港旁潮間帶，俗稱花後海上,885,Sun 24 hours；Mon 24 hours；Tue 24 hours；Wed 24 hours；Thu 24 hours；Fri 24 hours；Sat 24 hours,{},"{'PositionLon': 119.62635040283203, 'PositionLat': 23.605979919433594, 'GeoHash': 'wsjn61m4z'}",文化類,非古蹟,{},澎湖縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_315080600H_000025,沙港村˙大尾尖頂塔,石敢當外觀：塔型石敢當碑文：符號總 高：2.21M圓 周 長：12.6M構建形式：圓錐形    塔頂飾物：無沙港土地公前區域，於北勢及南勢(花後塔)各有一座石塔，此大尾尖頂山丘正好位於中央，於民國69年北極殿玄天上帝指示，需在此處安設石塔，以平衡地理缺陷，並達到鎮煞、彌補地理，保佑村民平安之功能。資料來源：沙港村地方耆老口述、部分摘自《澎湖的辟邪祈福塔》一書,沙港土地公前區域，於北勢及南勢(花後塔)各有一座石塔，此大尾尖頂山丘正好位於中央，於民國69年北極殿玄天上帝指示，需在此處安設石塔，以平衡地理缺陷，並達到鎮煞、彌補地理，保佑村民平安之功能。資料來源：沙港村地方耆老口述、部分摘自《澎湖的辟邪祈福塔》一書,886-6-9216521,澎湖縣湖西鄉沙港村土地公前北極殿西北方,885,Sun 24 hours；Mon 24 hours；Tue 24 hours；Wed 24 hours；Thu 24 hours；Fri 24 hours；Sat 24 hours,{},"{'PositionLon': 119.62899780273438, 'PositionLat': 23.605470657348633, 'GeoHash': 'wsjn61ppv'}",文化類,非古蹟,{},澎湖縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_315080600H_000029,竹灣,西嶼鄉竹灣村海鱺箱網養殖場曾是「保力達B 養殖篇」廣告片的拍攝地點，澎湖漁民們的辛勤可在這個廣告片中窺知一二，澎湖海產的美味新鮮早為大家所知悉，片中活蹦亂跳的海鱺所做成的生魚片，是澎湖海鮮餐廳的主菜之一。,西嶼鄉竹灣村海鱺箱網養殖場曾是「保力達B 養殖篇」廣告片的拍攝地點，澎湖漁民們的辛勤可在這個廣告片中窺知一二，澎湖海產的美味新鮮早為大家所知悉，片中活蹦亂跳的海鱺所做成的生魚片，是澎湖海鮮餐廳的主菜之一。,886-6-9216521,澎湖縣西嶼鄉竹灣村,881,Sun 24 hours；Mon 24 hours；Tue 24 hours；Wed 24 hours；Thu 24 hours；Fri 24 hours；Sat 24 hours,{},https://goo.gl/VgaFCJ,"{'PositionLon': 119.513671875, 'PositionLat': 23.632429122924805, 'GeoHash': 'wshyrw5hy'}",文化類,非古蹟,{},澎湖縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_315080600H_000038,林投沙灘,除了浪漫的場景之外，在林投沙灘還可以體驗澎湖傳統的捕魚法－「牽罟」。林投村是澎湖少數有延續傳統「牽罟」活動的地方。牽罟是澎湖先民常見取得漁獲的方法之一，然而隨著當代漁具進步和生活方式的改變，牽罟便逐漸沒落，現在反而成為當地觀光的體驗活動。所謂的牽罟是使用地曳網捕魚，適合淺坪海灘、海底沒有礁石的地方。時間則是多以黃昏、黎明的時候進行。漁民首先會開著小船到外圍，將漁網放到海中，岸上的人再將漁網的兩個端點固定在岸邊後，一起同心協力拉著漁網往岸上拖行，最終將網中的漁獲捕撈起來。捕撈的漁獲會因為季節有所不同，常見的有鰺魚、竹筴魚和烏賊等，如果漁網中有小魚以及不可食用的海洋生物等，都會再放回海裡。,位於湖西鄉的林投沙灘與林投公園、隘門沙灘相連，沙灘的砂質細密，因為看起來很像金色的沙子，因此有林投「金」沙灘的稱號。在沙灘上有一座以沙灘、貝殼、愛情、海潮及音律等元素為構想的貝殼教堂，以心貝為外觀造型，屋頂上有著心型鏤空的四葉幸運草，會隨著時間產生不同的、自然的光影律動，是沙灘上的一大亮點。,886-6-9216521,澎湖縣湖西鄉澎20鄉道21號,885,Sun 24 hours；Mon 24 hours；Tue 24 hours；Wed 24 hours；Thu 24 hours；Fri 24 hours；Sat 24 hours,{},"{'PositionLon': 119.63868713378906, 'PositionLat': 23.555849075317383, 'GeoHash': 'wsjn42nnz'}",生態類,非古蹟,{},澎湖縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
